,ogc_fid,GEOMETRY,in1,id,cultivo,originfid,NDVI_1,SAVI_1,NDVI_2,SAVI_2,NDVI_3,SAVI_3,NDVI_4,SAVI_4,NDVI_5,SAVI_5,NDVI_6,SAVI_6,target_combined,target_compined_maiz_soja_others,target_maiz_others,target_soja_others
3467,3468,b'\x01\x01\x00\x00\x00t\xc8(\xbd\xf0SO\xc0\x1c\xffn\xact\xfd@\xc0',014084,3,MAIZ,313,0.3691786527633667,0.2690250873565674,0.5072328448295593,0.2282654494047165,0.636956512928009,0.14847972989082336,0.5141800045967102,0.10764068365097046,0.3401108682155609,0.1541038453578949,0.29177719354629517,0.20789584517478943,MAIZ_3,MAIZ_3,1,0
3468,3469,b'\x01\x01\x00\x00\x00\x8b6\x87f\x02TO\xc0#y\x8e\x8fz\xfd@\xc0',014084,3,MAIZ,313,0.3798846900463104,0.2755860686302185,0.47403407096862793,0.23106519877910614,0.6196447014808655,0.14932012557983398,0.49878934025764465,0.1060762107372284,0.37333330512046814,0.16563378274440765,0.30434784293174744,0.21049797534942627,MAIZ_3,MAIZ_3,1,0
3469,3470,b'\x01\x01\x00\x00\x00\x83\xbcg\x83\xfcSO\xc0#y\x8e\x8fz\xfd@\xc0',014084,3,MAIZ,313,0.3876500725746155,0.28062912821769714,0.5055679082870483,0.23498964309692383,0.6068012714385986,0.14416764676570892,0.5217932462692261,0.10830604285001755,0.3532430827617645,0.1589668095111847,0.3064928948879242,0.21248789131641388,MAIZ_3,MAIZ_3,1,0
3470,3471,b'\x01\x01\x00\x00\x00{BH\xa0\xf6SO\xc0#y\x8e\x8fz\xfd@\xc0',014084,3,MAIZ,313,0.3758503496646881,0.27328935265541077,0.488331139087677,0.22878558933734894,0.6381365060806274,0.14916427433490753,0.5409835577011108,0.11108233779668808,0.3659915030002594,0.1636248677968979,0.3016461730003357,0.2095457911491394,MAIZ_3,MAIZ_3,1,0
3471,3472,b'\x01\x01\x00\x00\x00t\xc8(\xbd\xf0SO\xc0#y\x8e\x8fz\xfd@\xc0',014084,3,MAIZ,313,0.38198158144950867,0.2768014073371887,0.49251019954681396,0.2259475141763687,0.624454140663147,0.1450304239988327,0.5,0.10522695630788803,0.36926719546318054,0.16465216875076294,0.28927114605903625,0.20354637503623962,MAIZ_3,MAIZ_3,1,0
3472,3473,b'\x01\x01\x00\x00\x00lN\t\xda\xeaSO\xc0#y\x8e\x8fz\xfd@\xc0',014084,3,MAIZ,313,0.3720831274986267,0.2708461880683899,0.5019973516464233,0.2339032143354416,0.6259459257125854,0.14658227562904358,0.46272188425064087,0.10034216940402985,0.3580361008644104,0.16196393966674805,0.2799476087093353,0.20082436501979828,MAIZ_3,MAIZ_3,1,0
3473,3474,b'\x01\x01\x00\x00\x00\x8b6\x87f\x02TO\xc0+\xf3\xadr\x80\xfd@\xc0',014084,3,MAIZ,313,0.37526559829711914,0.27292394638061523,0.4756779968738556,0.22634166479110718,0.6172449588775635,0.14795832335948944,0.5086848735809326,0.10592490434646606,0.3762330114841461,0.168536975979805,0.31740617752075195,0.21456824243068695,MAIZ_3,MAIZ_3,1,0
3474,3475,b'\x01\x01\x00\x00\x00\x83\xbcg\x83\xfcSO\xc0+\xf3\xadr\x80\xfd@\xc0',014084,3,MAIZ,313,0.37181660532951355,0.2705930471420288,0.49797573685646057,0.2298906296491623,0.6241900324821472,0.1463044136762619,0.5244055390357971,0.1083807572722435,0.3548983335494995,0.16080401837825775,0.2831984758377075,0.19397957623004913,MAIZ_3,MAIZ_3,1,0
3475,3476,b'\x01\x01\x00\x00\x00{BH\xa0\xf6SO\xc0+\xf3\xadr\x80\xfd@\xc0',014084,3,MAIZ,313,0.3741496205329895,0.27205273509025574,0.45098039507865906,0.2128169983625412,0.6189451217651367,0.14547140896320343,0.5225000381469727,0.108103446662426,0.3592953085899353,0.1624283790588379,0.2936660349369049,0.20026178658008575,MAIZ_3,MAIZ_3,1,0
3476,3477,b'\x01\x01\x00\x00\x00t\xc8(\xbd\xf0SO\xc0+\xf3\xadr\x80\xfd@\xc0',014084,3,MAIZ,313,0.37617823481559753,0.2724451720714569,0.5052391886711121,0.23120221495628357,0.6291390657424927,0.14476802945137024,0.5067484974861145,0.10653482377529144,0.3567792475223541,0.1614997833967209,0.3127376139163971,0.21437878906726837,MAIZ_3,MAIZ_3,1,0
3477,3478,b'\x01\x01\x00\x00\x00lN\t\xda\xeaSO\xc0+\xf3\xadr\x80\xfd@\xc0',014084,3,MAIZ,313,0.3702525198459625,0.26948419213294983,0.501075267791748,0.2385665625333786,0.6324324011802673,0.14810125529766083,0.5,0.10611263662576675,0.362758606672287,0.1649477332830429,0.28927114605903625,0.20354637503623962,MAIZ_3,MAIZ_3,1,0
3478,3479,b'\x01\x01\x00\x00\x00\x8b6\x87f\x02TO\xc03m\xcdU\x86\xfd@\xc0',014084,3,MAIZ,313,0.3826366662979126,0.2770305275917053,0.5002180337905884,0.23591116070747375,0.5912408828735352,0.14272528886795044,0.49938347935676575,0.10454310476779938,0.3713742196559906,0.1649302989244461,0.308474600315094,0.20930998027324677,MAIZ_3,MAIZ_3,1,0
3479,3480,b'\x01\x01\x00\x00\x00\x83\xbcg\x83\xfcSO\xc03m\xcdU\x86\xfd@\xc0',014084,3,MAIZ,313,0.3702451288700104,0.2700369954109192,0.5011526346206665,0.2274375855922699,0.6226826310157776,0.1447524130344391,0.4920245409011841,0.10343938320875168,0.3473193645477295,0.1564030796289444,0.29809316992759705,0.20261402428150177,MAIZ_3,MAIZ_3,1,0
3480,3481,b'\x01\x01\x00\x00\x00{BH\xa0\xf6SO\xc03m\xcdU\x86\xfd@\xc0',014084,3,MAIZ,313,0.37082451581954956,0.2704008221626282,0.49632352590560913,0.22575250267982483,0.6156351566314697,0.14364127814769745,0.48655256628990173,0.10261258482933044,0.35936030745506287,0.16081954538822174,0.2993476986885071,0.20335924625396729,MAIZ_3,MAIZ_3,1,0
3481,3482,b'\x01\x01\x00\x00\x00t\xc8(\xbd\xf0SO\xc03m\xcdU\x86\xfd@\xc0',014084,3,MAIZ,313,0.3718796670436859,0.26989778876304626,0.5132662653923035,0.23420539498329163,0.6285714507102966,0.1451776772737503,0.4759615361690521,0.10185185074806213,0.36467236280441284,0.16211652755737305,0.292574405670166,0.20212538540363312,MAIZ_3,MAIZ_3,1,0
3482,3483,b'\x01\x01\x00\x00\x00lN\t\xda\xeaSO\xc03m\xcdU\x86\xfd@\xc0',014084,3,MAIZ,313,0.3771331310272217,0.2737407386302948,0.4774326980113983,0.2332434058189392,0.631862223148346,0.14850734174251556,0.4756820797920227,0.10294368863105774,0.3620370626449585,0.1638268232345581,0.2615520656108856,0.18633833527565002,MAIZ_3,MAIZ_3,1,0
3483,3484,b'\x01\x01\x00\x00\x00\x83\xbcg\x83\xfcSO\xc0:\xe7\xec8\x8c\xfd@\xc0',014084,3,MAIZ,313,0.36694321036338806,0.266725093126297,0.5083748698234558,0.23366625607013702,0.602150559425354,0.14165261387825012,0.44711536169052124,0.09567900747060776,0.36174333095550537,0.15859872102737427,0.30328065156936646,0.2086716741323471,MAIZ_3,MAIZ_3,1,0
3484,3485,b'\x01\x01\x00\x00\x00{BH\xa0\xf6SO\xc0:\xe7\xec8\x8c\xfd@\xc0',014084,3,MAIZ,313,0.36288443207740784,0.2641791105270386,0.5076923370361328,0.2334257960319519,0.596998929977417,0.14082252979278564,0.4593939483165741,0.09759656339883804,0.35257333517074585,0.15531854331493378,0.29351136088371277,0.20277269184589386,MAIZ_3,MAIZ_3,1,0
3485,3486,b'\x01\x01\x00\x00\x00t\xc8(\xbd\xf0SO\xc0:\xe7\xec8\x8c\xfd@\xc0',014084,3,MAIZ,313,0.36720749735832214,0.26641881465911865,0.4919809103012085,0.23299574851989746,0.6304347515106201,0.14695946872234344,0.47762995958328247,0.10168182104825974,0.37214943766593933,0.1629372537136078,0.305258184671402,0.2091166079044342,MAIZ_3,MAIZ_3,1,0
3486,3487,b'\x01\x01\x00\x00\x00\xe4\xe9\x1b\x8e\xe1NO\xc06\x928\xf1\xd8\xff@\xc0',014084,3,MAIZ,321,0.3534575402736664,0.2560748755931854,0.4671499729156494,0.21458303928375244,0.6831119656562805,0.17839443683624268,0.48249027132987976,0.12342402338981628,0.34755557775497437,0.16179311275482178,0.21225382387638092,0.1520376205444336,MAIZ_3,MAIZ_3,1,0
3487,3488,b'\x01\x01\x00\x00\x00\xdco\xfc\xaa\xdbNO\xc06\x928\xf1\xd8\xff@\xc0',014084,3,MAIZ,321,0.3299621045589447,0.24102197587490082,0.41930317878723145,0.209483802318573,0.7030651569366455,0.18216413259506226,0.46050095558166504,0.11874793469905853,0.3476473093032837,0.15878424048423767,0.23984332382678986,0.16976499557495117,MAIZ_3,MAIZ_3,1,0
3488,3489,b'\x01\x01\x00\x00\x00\xd4\xf5\xdc\xc7\xd5NO\xc06\x928\xf1\xd8\xff@\xc0',014084,3,MAIZ,321,0.32534176111221313,0.23787802457809448,0.40161725878715515,0.20593655109405518,0.7102272510528564,0.18576619029045105,0.47482722997665405,0.1199900209903717,0.3474850058555603,0.15759731829166412,0.23348115384578705,0.16386418044567108,MAIZ_3,MAIZ_3,1,0
3489,3490,b'\x01\x01\x00\x00\x00\xcd{\xbd\xe4\xcfNO\xc06\x928\xf1\xd8\xff@\xc0',014084,3,MAIZ,321,0.32793867588043213,0.23824256658554077,0.37585943937301636,0.19375163316726685,0.6952022314071655,0.18283027410507202,0.4670542776584625,0.11986074596643448,0.3444909453392029,0.1554328054189682,0.24520455300807953,0.17063365876674652,MAIZ_3,MAIZ_3,1,0
3490,3491,b'\x01\x01\x00\x00\x00\xebc;q\xe7NO\xc0>\x0cX\xd4\xde\xff@\xc0',014084,3,MAIZ,321,0.3866260349750519,0.27760401368141174,0.5384615063667297,0.23623885214328766,0.697265625,0.1777888536453247,0.4747081696987152,0.1214333102107048,0.35333630442619324,0.16362504661083221,0.2425376921892166,0.17576366662979126,MAIZ_3,MAIZ_3,1,0
3491,3492,b'\x01\x01\x00\x00\x00\xe4\xe9\x1b\x8e\xe1NO\xc0>\x0cX\xd4\xde\xff@\xc0',014084,3,MAIZ,321,0.37822040915489197,0.27242958545684814,0.5200764536857605,0.23011843860149384,0.717391312122345,0.18113772571086884,0.47614410519599915,0.12170234322547913,0.3449043035507202,0.16041119396686554,0.20790429413318634,0.15286768972873688,MAIZ_3,MAIZ_3,1,0
3492,3493,b'\x01\x01\x00\x00\x00\xdco\xfc\xaa\xdbNO\xc0>\x0cX\xd4\xde\xff@\xc0',014084,3,MAIZ,321,0.34709349274635315,0.25359046459198,0.4576415717601776,0.21941763162612915,0.7357001900672913,0.18606585264205933,0.4505283236503601,0.11645422130823135,0.3514246940612793,0.16162806749343872,0.2056993693113327,0.1540118157863617,MAIZ_3,MAIZ_3,1,0
3493,3494,b'\x01\x01\x00\x00\x00\xd4\xf5\xdc\xc7\xd5NO\xc0>\x0cX\xd4\xde\xff@\xc0',014084,3,MAIZ,321,0.3389616012573242,0.24738140404224396,0.4624538719654083,0.22730940580368042,0.7268292903900146,0.18547718226909637,0.471770316362381,0.12233250588178635,0.3596692681312561,0.16364775598049164,0.20363271236419678,0.15203416347503662,MAIZ_3,MAIZ_3,1,0
3494,3495,b'\x01\x01\x00\x00\x00\xcd{\xbd\xe4\xcfNO\xc0>\x0cX\xd4\xde\xff@\xc0',014084,3,MAIZ,321,0.33762332797050476,0.2443593442440033,0.46216437220573425,0.22847948968410492,0.7488196492195129,0.19631953537464142,0.4472934305667877,0.11671898514032364,0.35554537177085876,0.16249476373195648,0.19869309663772583,0.1474689394235611,MAIZ_3,MAIZ_3,1,0
3495,3496,b'\x01\x01\x00\x00\x00\xebc;q\xe7NO\xc0E\x86w\xb7\xe4\xff@\xc0',014084,3,MAIZ,321,0.39109665155410767,0.28125977516174316,0.5627070665359497,0.25073808431625366,0.7279999852180481,0.18200001120567322,0.5029013752937317,0.12926748394966125,0.3549822270870209,0.1651490181684494,0.24935957789421082,0.17695870995521545,MAIZ_3,MAIZ_3,1,0
3496,3497,b'\x01\x01\x00\x00\x00\xe4\xe9\x1b\x8e\xe1NO\xc0E\x86w\xb7\xe4\xff@\xc0',014084,3,MAIZ,321,0.38628003001213074,0.278297483921051,0.527996301651001,0.23900292813777924,0.71089106798172,0.17920133471488953,0.4165906608104706,0.1124323308467865,0.3283907473087311,0.1548745334148407,0.24991640448570251,0.1773122251033783,MAIZ_3,MAIZ_3,1,0
3497,3498,b'\x01\x01\x00\x00\x00\xdco\xfc\xaa\xdbNO\xc0E\x86w\xb7\xe4\xff@\xc0',014084,3,MAIZ,321,0.3840845227241516,0.27721279859542847,0.5144032835960388,0.25235530734062195,0.714018702507019,0.18879736959934235,0.42453664541244507,0.11764226853847504,0.35281476378440857,0.16807696223258972,0.22363048791885376,0.16383589804172516,MAIZ_3,MAIZ_3,1,0
3498,3499,b'\x01\x01\x00\x00\x00\xd4\xf5\xdc\xc7\xd5NO\xc0E\x86w\xb7\xe4\xff@\xc0',014084,3,MAIZ,321,0.3972240388393402,0.28352025151252747,0.4722725450992584,0.2519010007381439,0.6945967078208923,0.21196430921554565,0.44558823108673096,0.14292453229427338,0.37691351771354675,0.18423891067504883,0.2524186372756958,0.18035189807415009,MAIZ_3,MAIZ_3,1,0
3499,3500,b'\x01\x01\x00\x00\x00\xcd{\xbd\xe4\xcfNO\xc0E\x86w\xb7\xe4\xff@\xc0',014084,3,MAIZ,321,0.39550408720970154,0.28078582882881165,0.4196891486644745,0.24035608768463135,0.6570397019386292,0.2458721250295639,0.4414414167404175,0.16541634500026703,0.34612488746643066,0.18020370602607727,0.26272961497306824,0.17649494111537933,MAIZ_3,MAIZ_3,1,0
3500,3501,b'\x01\x01\x00\x00\x00\xc5\x01\x9e\x01\xcaNO\xc0E\x86w\xb7\xe4\xff@\xc0',014084,3,MAIZ,321,0.41256213188171387,0.290579229593277,0.428747296333313,0.2533034384250641,0.47842761874198914,0.21126164495944977,0.32637080550193787,0.1355748474597931,0.3459165096282959,0.1843326836824417,0.36088940501213074,0.2232017070055008,MAIZ_3,MAIZ_3,1,0
3501,3502,b'\x01\x01\x00\x00\x00\xebc;q\xe7NO\xc0M\x00\x97\x9a\xea\xff@\xc0',014084,3,MAIZ,321,0.38588133454322815,0.27791640162467957,0.5707526803016663,0.2717406153678894,0.6697080135345459,0.18061022460460663,0.4678899049758911,0.12561576068401337,0.36304065585136414,0.17101112008094788,0.2678653597831726,0.1866566687822342,MAIZ_3,MAIZ_3,1,0
3502,3503,b'\x01\x01\x00\x00\x00\xe4\xe9\x1b\x8e\xe1NO\xc0M\x00\x97\x9a\xea\xff@\xc0',014084,3,MAIZ,321,0.38468196988105774,0.2771773040294647,0.5593509674072266,0.26763826608657837,0.7039105892181396,0.18669739365577698,0.42729705572128296,0.11738277971744537,0.3390558063983917,0.16166439652442932,0.25170689821243286,0.1766020953655243,MAIZ_3,MAIZ_3,1,0
3503,3504,b'\x01\x01\x00\x00\x00\xdco\xfc\xaa\xdbNO\xc0M\x00\x97\x9a\xea\xff@\xc0',014084,3,MAIZ,321,0.4065359830856323,0.2918665409088135,0.3896508514881134,0.2284356653690338,0.5059088468551636,0.1989818513393402,0.36455559730529785,0.14936763048171997,0.3399466276168823,0.1753707081079483,0.3915990889072418,0.23744413256645203,MAIZ_3,MAIZ_3,1,0
3504,3505,b'\x01\x01\x00\x00\x00\xd4\xf5\xdc\xc7\xd5NO\xc0M\x00\x97\x9a\xea\xff@\xc0',014084,3,MAIZ,321,0.4270719587802887,0.3060169219970703,0.38693466782569885,0.2572382986545563,0.29492688179016113,0.1818235218524933,0.27744269371032715,0.1659451574087143,0.4786292016506195,0.24542583525180817,0.4950365126132965,0.25845882296562195,MAIZ_3,MAIZ_3,1,0
3505,3506,b'\x01\x01\x00\x00\x00\xcd{\xbd\xe4\xcfNO\xc0M\x00\x97\x9a\xea\xff@\xc0',014084,3,MAIZ,321,0.4359762966632843,0.31168219447135925,0.4178403615951538,0.28833693265914917,0.36516720056533813,0.2543652653694153,0.37435898184776306,0.24606741964817047,0.5094043612480164,0.2582097351551056,0.451415091753006,0.20161516964435577,MAIZ_3,MAIZ_3,1,0
3506,3507,b'\x01\x01\x00\x00\x00\xe4\xe9\x1b\x8e\xe1NO\xc0Tz\xb6}\xf0\xff@\xc0',014084,3,MAIZ,321,0.37913042306900024,0.27250000834465027,0.4957296550273895,0.2603015601634979,0.6739305853843689,0.200753316283226,0.46666666865348816,0.13273906707763672,0.38872891664505005,0.1907549351453781,0.22238388657569885,0.15740692615509033,MAIZ_3,MAIZ_3,1,0
3507,3508,b'\x01\x01\x00\x00\x00\xdco\xfc\xaa\xdbNO\xc0Tz\xb6}\xf0\xff@\xc0',014084,3,MAIZ,321,0.40548714995384216,0.29239797592163086,0.4417862892150879,0.2845240831375122,0.5029112100601196,0.26755291223526,0.40890124440193176,0.22397156059741974,0.3897324800491333,0.20821531116962433,0.4055694341659546,0.21843352913856506,MAIZ_3,MAIZ_3,1,0
3508,3509,b'\x01\x01\x00\x00\x00\xd4\xf5\xdc\xc7\xd5NO\xc0Tz\xb6}\xf0\xff@\xc0',014084,3,MAIZ,321,0.444323867559433,0.31961071491241455,0.45064008235931396,0.32422730326652527,0.3790028393268585,0.2823635935783386,0.36193937063217163,0.24542464315891266,0.4768212139606476,0.2330097109079361,0.323141485452652,0.12125074863433838,MAIZ_3,MAIZ_3,1,0
3509,3510,b'\x01\x01\x00\x00\x00\xe4\t\xa2\xab\xccKO\xc0\xe6\xa8\x92vK\xfd@\xc0',014084,3,MAIZ,322,0.3295762836933136,0.2419058382511139,0.4367010295391083,0.2139393836259842,0.6354274153709412,0.15499916672706604,0.3914560079574585,0.10956565290689468,0.3412887454032898,0.17128026485443115,0.2509593367576599,0.17956697940826416,MAIZ_3,MAIZ_3,1,0
3510,3511,b'\x01\x01\x00\x00\x00\xdd\x8f\x82\xc8\xc6KO\xc0\xe6\xa8\x92vK\xfd@\xc0',014084,3,MAIZ,322,0.3280467391014099,0.24080881476402283,0.4310776889324188,0.20935893058776855,0.6394129991531372,0.15367819368839264,0.39609232544898987,0.10920664668083191,0.3389221429824829,0.16968685388565063,0.24945490062236786,0.17901107668876648,MAIZ_3,MAIZ_3,1,0
3511,3512,"b'\x01\x01\x00\x00\x00\xec\x83\xc1\x8e\xd2KO\xc0\xee""\xb2YQ\xfd@\xc0'",014084,3,MAIZ,322,0.3219911754131317,0.23558036983013153,0.4287993907928467,0.21479953825473785,0.6352583765983582,0.15709036588668823,0.41716229915618896,0.1192326471209526,0.3540220856666565,0.1745872050523758,0.25343987345695496,0.18020199239253998,MAIZ_3,MAIZ_3,1,0
3512,3513,"b'\x01\x01\x00\x00\x00\xe4\t\xa2\xab\xccKO\xc0\xee""\xb2YQ\xfd@\xc0'",014084,3,MAIZ,322,0.32701626420021057,0.23894761502742767,0.4521121084690094,0.2193884551525116,0.6483970880508423,0.15761689841747284,0.3915344178676605,0.10857516527175903,0.3370741605758667,0.1683122217655182,0.2504456341266632,0.17769816517829895,MAIZ_3,MAIZ_3,1,0
3513,3514,"b'\x01\x01\x00\x00\x00\xdd\x8f\x82\xc8\xc6KO\xc0\xee""\xb2YQ\xfd@\xc0'",014084,3,MAIZ,322,0.3211510479450226,0.23496569693088531,0.46943971514701843,0.22553017735481262,0.6670201420783997,0.15875819325447083,0.3899204134941101,0.10789430141448975,0.3314651846885681,0.16564416885375977,0.24571171402931213,0.1743597686290741,MAIZ_3,MAIZ_3,1,0
3514,3515,"b'\x01\x01\x00\x00\x00\xd5\x15c\xe5\xc0KO\xc0\xee""\xb2YQ\xfd@\xc0'",014084,3,MAIZ,322,0.32310280203819275,0.23629190027713776,0.43210864067077637,0.2162846475839615,0.6365545988082886,0.15272177755832672,0.41292640566825867,0.11285573989152908,0.34283387660980225,0.16939377784729004,0.2579144537448883,0.1812310814857483,MAIZ_3,MAIZ_3,1,0
3515,3516,b'\x01\x01\x00\x00\x00\xf4\xfd\xe0q\xd8KO\xc0\xf5\x9c\xd1<W\xfd@\xc0',014084,3,MAIZ,322,0.3274790942668915,0.23720133304595947,0.4330518841743469,0.21577401459217072,0.6333003044128418,0.15951073169708252,0.4106583297252655,0.12523901462554932,0.3503772020339966,0.1697806715965271,0.2693261206150055,0.1899438351392746,MAIZ_3,MAIZ_3,1,0
3516,3517,b'\x01\x01\x00\x00\x00\xec\x83\xc1\x8e\xd2KO\xc0\xf5\x9c\xd1<W\xfd@\xc0',014084,3,MAIZ,322,0.3186066448688507,0.23176762461662292,0.42061278223991394,0.21103419363498688,0.6435845494270325,0.15847542881965637,0.3977947235107422,0.11385337263345718,0.3562474548816681,0.17683659493923187,0.2546084225177765,0.1803862601518631,MAIZ_3,MAIZ_3,1,0
3517,3518,b'\x01\x01\x00\x00\x00\xe4\t\xa2\xab\xccKO\xc0\xf5\x9c\xd1<W\xfd@\xc0',014084,3,MAIZ,322,0.3266567289829254,0.23723305761814117,0.41057732701301575,0.20402568578720093,0.6698212623596191,0.16056126356124878,0.39092499017715454,0.10933941602706909,0.3521581292152405,0.1750902533531189,0.23204240202903748,0.16547764837741852,MAIZ_3,MAIZ_3,1,0
3518,3519,b'\x01\x01\x00\x00\x00\xdd\x8f\x82\xc8\xc6KO\xc0\xf5\x9c\xd1<W\xfd@\xc0',014084,3,MAIZ,322,0.3277813494205475,0.2377878874540329,0.4154870808124542,0.2022426277399063,0.6407563090324402,0.15372984111309052,0.39876213669776917,0.11034087836742401,0.3403565585613251,0.16871987283229828,0.23514437675476074,0.16743707656860352,MAIZ_3,MAIZ_3,1,0
3519,3520,b'\x01\x01\x00\x00\x00\xd5\x15c\xe5\xc0KO\xc0\xf5\x9c\xd1<W\xfd@\xc0',014084,3,MAIZ,322,0.32183173298835754,0.23378029465675354,0.4419395923614502,0.21201196312904358,0.6725274920463562,0.15532994270324707,0.4144144356250763,0.11292963474988937,0.32928311824798584,0.163274884223938,0.23494111001491547,0.16691231727600098,MAIZ_3,MAIZ_3,1,0
3520,3521,b'\x01\x01\x00\x00\x00\xcd\x9bC\x02\xbbKO\xc0\xf5\x9c\xd1<W\xfd@\xc0',014084,3,MAIZ,322,0.3153764307498932,0.2295933961868286,0.4333881735801697,0.21272875368595123,0.6576381325721741,0.15372277796268463,0.3989071249961853,0.10774025321006775,0.34122446179389954,0.1683221310377121,0.22552159428596497,0.16079019010066986,MAIZ_3,MAIZ_3,1,0
3521,3522,b'\x01\x01\x00\x00\x00\xf4\xfd\xe0q\xd8KO\xc0\xfd\x16\xf1\x1f]\xfd@\xc0',014084,3,MAIZ,322,0.32833582162857056,0.23782189190387726,0.41144201159477234,0.20855401456356049,0.6302851438522339,0.15979725122451782,0.4059861898422241,0.12589243054389954,0.3453177213668823,0.16761362552642822,0.24860398471355438,0.17616334557533264,MAIZ_3,MAIZ_3,1,0
3522,3523,b'\x01\x01\x00\x00\x00\xec\x83\xc1\x8e\xd2KO\xc0\xfd\x16\xf1\x1f]\xfd@\xc0',014084,3,MAIZ,322,0.3257656991481781,0.23596030473709106,0.40774837136268616,0.20960956811904907,0.6159204244613647,0.1546211540699005,0.3924686312675476,0.11355932056903839,0.341091513633728,0.1701815277338028,0.2446218729019165,0.1739930659532547,MAIZ_3,MAIZ_3,1,0
3523,3524,b'\x01\x01\x00\x00\x00\xe4\t\xa2\xab\xccKO\xc0\xfd\x16\xf1\x1f]\xfd@\xc0',014084,3,MAIZ,322,0.3237871527671814,0.23478667438030243,0.43455496430397034,0.21629025042057037,0.6739811897277832,0.16241396963596344,0.3855421543121338,0.10905549675226212,0.34435486793518066,0.17125670611858368,0.23878951370716095,0.17020049691200256,MAIZ_3,MAIZ_3,1,0
3524,3525,b'\x01\x01\x00\x00\x00\xdd\x8f\x82\xc8\xc6KO\xc0\xfd\x16\xf1\x1f]\xfd@\xc0',014084,3,MAIZ,322,0.3264693021774292,0.236286461353302,0.4475553631782532,0.21730013191699982,0.673774003982544,0.15964971482753754,0.39876213669776917,0.11034087836742401,0.3384367525577545,0.16840417683124542,0.2408435046672821,0.1712256819009781,MAIZ_3,MAIZ_3,1,0
3525,3526,b'\x01\x01\x00\x00\x00\xd5\x15c\xe5\xc0KO\xc0\xfd\x16\xf1\x1f]\xfd@\xc0',014084,3,MAIZ,322,0.3221936821937561,0.23334714770317078,0.4431770443916321,0.21358762681484222,0.6780595183372498,0.15617063641548157,0.4113411605358124,0.11217477172613144,0.32562771439552307,0.1632041484117508,0.22901692986488342,0.16313080489635468,MAIZ_3,MAIZ_3,1,0
3526,3527,b'\x01\x01\x00\x00\x00\xcd\x9bC\x02\xbbKO\xc0\xfd\x16\xf1\x1f]\xfd@\xc0',014084,3,MAIZ,322,0.31599146127700806,0.2294117659330368,0.4401349127292633,0.21242539584636688,0.6706915497779846,0.1550499051809311,0.39626002311706543,0.10901518911123276,0.31774961948394775,0.159888356924057,0.23338142037391663,0.16593025624752045,MAIZ_3,MAIZ_3,1,0
3527,3528,b'\x01\x01\x00\x00\x00\xec\x83\xc1\x8e\xd2KO\xc0\x05\x91\x10\x03c\xfd@\xc0',014084,3,MAIZ,322,0.31740325689315796,0.23142153024673462,0.44645005464553833,0.22280795872211456,0.6698212623596191,0.16056126356124878,0.40682414174079895,0.11354386806488037,0.3407224714756012,0.16742870211601257,0.24289660155773163,0.17303752899169922,MAIZ_3,MAIZ_3,1,0
3528,3529,b'\x01\x01\x00\x00\x00\xe4\t\xa2\xab\xccKO\xc0\x05\x91\x10\x03c\xfd@\xc0',014084,3,MAIZ,322,0.32724571228027344,0.2380780726671219,0.43661969900131226,0.2174348682165146,0.6481675505638123,0.1559193879365921,0.3835497796535492,0.10796099901199341,0.3333333432674408,0.16541756689548492,0.22478260099887848,0.1615624874830246,MAIZ_3,MAIZ_3,1,0
3529,3530,b'\x01\x01\x00\x00\x00\xdd\x8f\x82\xc8\xc6KO\xc0\x05\x91\x10\x03c\xfd@\xc0',014084,3,MAIZ,322,0.3255468010902405,0.236842080950737,0.4247332811355591,0.2141149789094925,0.643750011920929,0.15553691983222961,0.38555264472961426,0.10806634277105331,0.32615628838539124,0.16342568397521973,0.213741272687912,0.15462075173854828,MAIZ_3,MAIZ_3,1,0
3530,3531,b'\x01\x01\x00\x00\x00\xd5\x15c\xe5\xc0KO\xc0\x05\x91\x10\x03c\xfd@\xc0',014084,3,MAIZ,322,0.3247193396091461,0.2365497350692749,0.41966426372528076,0.2099440097808838,0.6204379200935364,0.14977344870567322,0.36387208104133606,0.1025661900639534,0.32129964232444763,0.16034965217113495,0.2209705263376236,0.15910981595516205,MAIZ_3,MAIZ_3,1,0
3531,3532,b'\x01\x01\x00\x00\x00\xcd\x9bC\x02\xbbKO\xc0\x05\x91\x10\x03c\xfd@\xc0',014084,3,MAIZ,322,0.32359790802001953,0.2358354926109314,0.42536115646362305,0.21222637593746185,0.6461864113807678,0.1539367288351059,0.3615185618400574,0.10204578936100006,0.3133971393108368,0.15703250467777252,0.22229452431201935,0.15997296571731567,MAIZ_3,MAIZ_3,1,0
3532,3533,b'\x01\x01\x00\x00\x00\xe4\t\xa2\xab\xccKO\xc0\x0c\x0b0\xe6h\xfd@\xc0',014084,3,MAIZ,322,0.3313559293746948,0.24135804176330566,0.38387924432754517,0.20273420214653015,0.6789087057113647,0.16302704811096191,0.3955555558204651,0.10897959023714066,0.33892619609832764,0.16413868963718414,0.24018630385398865,0.1708381623029709,MAIZ_3,MAIZ_3,1,0
